id,text,amr,ground_truth,response_final,pred,response_final_amr,pred_amr,label_direct,label_amr,did_llm_failed,helpfulness
logic_train_0589,"I heard that the Catholic Church was involved in a sex scandal cover-up.  Therefore, my 102-year-old Catholic neighbor, who frequently attends Church, is guilty as well!","(m / multi-sentence~15
    :snt1 (h / hear-01~1
        :ARG0 (i / i~0)
        :ARG1 (i4 / involve-01~7
            :ARG1 (o / organization~5
                :name (n / name~5
                    :op1 ""Catholic""~4
                    :op2 ""Church""~5))
            :ARG2 (c / cover-up-04~12
                :ARG1 (s / scandal~11
                    :topic (s2 / sex-01~10)))))
    :snt2 (i3 / infer-01~16
        :ARG1 (g / guilty-01~33
            :ARG1 (p / person~25
                :ARG0-of (a2 / attend-01~29
                    :ARG1 o
                    :ARG1-of (f / frequent-02~28))
                :ARG1-of (n3 / neighbor-01~25
                    :ARG2 (i2 / i~18))
                :age (t / temporal-quantity~21
                    :quant 102~19
                    :unit (y / year~21))
                :mod (r / religious-group~24
                    :name (n2 / name~24
                        :op1 ""Catholic""~24)))
            :mod (a / as-well~35))))
",faulty generalization,The fallacy present in the text is Ad Hominem.,ad hominem,The fallacy type present in the text is Ad Hominem.,ad hominem,0,0,1,0
logic_train_0590,"Mike: It is morally wrong to cheat on your spouse, why on earth would you have done that?

Ken: But what is morality exactly?

Mike: It’s a code of conduct shared by cultures.

Ken: But who creates this code?...","(m3 / multi-sentence~28
    :snt1 (s / say-01~1
        :ARG0 (p / person~0
            :name (n / name~0
                :op1 ""Mike""~0))
        :ARG1 (w / wrong-02~5
            :ARG1 (c2 / cheat-03~7
                :ARG0 (y / you~9)
                :ARG0-of (c / cause-01~12
                    :ARG0 (a / amr-unknown~12
                        :location (e / earth~14))
                    :ARG1 (d / do-02~18
                        :ARG0 y
                        :ARG1 c2))
                :ARG1 (p2 / person~10
                    :ARG0-of (h / have-rel-role-91~10
                        :ARG1 y
                        :ARG2 (s5 / spouse~10))))
            :ARG1-of (m / moral-02~4)))
    :snt2 (s2 / say-01~22
        :ARG0 (p3 / person~21
            :name (n2 / name~21
                :op1 ""Ken""~21))
        :ARG1 (c6 / contrast-01~23
            :ARG2 (m2 / morality~26
                :domain (a2 / amr-unknown~24
                    :mod (e2 / exact~27)))))
    :snt3 (s3 / say-01~30
        :ARG0 (p4 / person~29
            :name (n3 / name~29
                :op1 ""Mike""~29))
        :ARG1 (c3 / code~33
            :ARG1-of (s4 / share-01~36
                :ARG0 (c9 / culture~38))
            :topic (c5 / conduct-02~35)))
    :snt4 (c7 / contrast-01~42
        :ARG1 p3
        :ARG2 (c8 / create-01~44
            :ARG0 (a3 / amr-unknown~43)
            :ARG1 (c4 / code~46
                :mod (t / this~45)))))
",fallacy of relevance,The fallacy type present in the text is the Fallacy of Relevance.,fallacy of relevance,The fallacy type present in the text is the Fallacy of Extension.,fallacy of extension,1,0,0,-1
logic_train_0591,"I think that we should reject what Father Jones has to say about the ethical issues of abortion because he is a Catholic priest. After all, Father Jones is required to hold such views","(m / multi-sentence~24
    :snt1 (t2 / think-01~1
        :ARG0 (i / i~0)
        :ARG1 (r / recommend-01~4
            :ARG1 (r2 / reject-01~5
                :ARG0 (w / we~3)
                :ARG1 (t / thing~6
                    :ARG1-of (s / say-01~11
                        :ARG0 (p / person~7
                            :name (n / name~7
                                :op1 ""Father""~7
                                :op2 ""Jones""~8))
                        :ARG3 (i2 / issue-02~15
                            :ARG0 (a / abort-01~17)
                            :mod (e / ethics~14))))))
        :ARG1-of (c / cause-01~18
            :ARG0 (h / have-org-role-91~23
                :ARG0 p
                :ARG1 (r3 / religious-group~22
                    :name (n2 / name~22
                        :op1 ""Catholic""~22))
                :ARG2 (p3 / priest~23))))
    :snt2 (r4 / require-01~31
        :ARG1 (h2 / hold-02~33
            :ARG0 (p2 / person~28
                :name (n3 / name~28
                    :op1 ""Father""~28
                    :op2 ""Jones""~29))
            :ARG1 (v / view-02~35
                :mod (s2 / such~34)))
        :ARG2 p2
        :mod (a2 / after-all~25)))
",ad hominem,"The fallacy present in the text is ""Ad Hominem.""",ad hominem,The fallacy type present in the text is Ad Hominem.,ad hominem,1,1,0,0
logic_train_0592,"Speaker 1: You should trust the Bible because it’s the Word of God.
Speaker 2: How do you know it’s the Word of God?
Speaker 1: Because God tells us it is.
Speaker 2: Where does God tell us this?
Speaker 1: Right here, in the Bible.","(m / multi-sentence~37
    :snt1 (s / say-01~2
        :ARG0 (p / person~0
            :ARG0-of (s3 / speak-01~0)
            :mod 1~1)
        :ARG1 (r / recommend-01~4
            :ARG1 (t4 / trust-02~5
                :ARG0 (y / you~3)
                :ARG1 (b / book~7
                    :name (n / name~7
                        :op1 ""Bible""~7)))
            :ARG1-of (c / cause-01~8
                :ARG0 (w2 / word-01~11
                    :ARG0 b
                    :ARG0 (p2 / person~13
                        :name (n2 / name~13
                            :op1 ""God""~13))))
            :ARG2 y))
    :snt2 (s2 / say-01~17
        :ARG0 (p3 / person~15
            :ARG0-of (s4 / speak-01~15)
            :mod 2~16
            :mod 2~39)
        :ARG1 (k / know-01~21
            :ARG0 (y2 / you~20)
            :ARG1 b
            :manner (a / amr-unknown~18)))
    :snt3 (c2 / cause-01~31
        :ARG0 (t / tell-01~33
            :ARG0 p2
            :ARG1 w2))
    :snt4 (t2 / tell-01~44
        :ARG0 p2
        :ARG0 (p4 / person~48
            :ARG0-of (s5 / speak-01~48)
            :mod 2~39
            :mod 1~49)
        :ARG1 (t3 / this~46)
        :ARG2 (w / we~45)
        :manner (a2 / amr-unknown~41))
    :snt5 (h / here~52
        :ARG1-of (r2 / right-04~51)
        :location (b2 / book~56
            :name (n3 / name~56
                :op1 ""Bible""~56))))
",circular reasoning,"The fallacy present in the text is the Circular Claim fallacy. This occurs when the argument relies on the claim being true because it is stated in the same argument. In this case, Speaker ",circular reasoning,"The fallacy type present in the text is the Circular Claim fallacy. This fallacy occurs when the argument relies on the conclusion being true in order to support the premise. In this case, Speaker",circular reasoning,1,1,0,0
logic_train_0593,If you don't say the Pledge of Allegiance you are a traitor.,"(b / betray-01~12
    :ARG0 (y / you~9)
    :condition (s / say-01~4
        :ARG0 y
        :ARG1 (p / publication~6
            :name (n / name~6
                :op1 ""Pledge""~6
                :op2 ""of""~7
                :op3 ""Allegiance""~8))
        :polarity -~3))
",false dilemma,The fallacy type present in the text is Ad Hominem.,ad hominem,The fallacy type present in the text is an Ad Hominem fallacy. This is because the argument attacks the person (or group) rather than addressing the actual issue at hand. It suggests,ad hominem,0,0,1,0
logic_train_0594,"I have flipped heads five times in a row.  As a result, the next flip will probably be tails.","(m / multi-sentence~9
    :snt1 (f / flip-01~2
        :ARG0 (i / i~0)
        :ARG1 (h / head~3)
        :frequency (a / 5~4
            :mod (i2 / in-a-row~8)))
    :snt2 (p / probable~18
        :ARG2-of (r / result-01~12)
        :domain (f2 / flip-01~16
            :ARG1 (b / butt~20)
            :mod (n / next~15))))
",false causality,The fallacy present in the text is False Causality.,false causality,The fallacy type present in the text is False Causality.,false causality,1,1,0,0
logic_train_0595,blame opponent's policy for the country's problems,"(b / blame-01~0
    :ARG0 (y / you~0)
    :ARG1 (p2 / policy-01~3
        :ARG0 (p / person~1
            :ARG0-of (o / oppose-01~1)))
    :ARG2 (p3 / problem~8
        :poss (c / country~6))
    :mode imperative~0)
",false causality,The fallacy present in the text is an example of the Ad Hominem fallacy. This fallacy occurs when someone attacks the person or character of their opponent instead of addressing the actual argument or,ad hominem,"Based on the given text and its AMR, the fallacy type present in the text is the ""False Causality"" fallacy. This fallacy occurs when a causal relationship is incorrectly assumed",false causality,0,1,1,1
logic_train_0596,"Don't be out-dated and un-fashionable! Buy the new, modern double-lined heavy duty jeans - the old ripped jeans of the past are out!","(m2 / multi-sentence~10
    :snt1 (a / and~6
        :mode imperative~0
        :op1 (d / date-01~5
            :ARG1 (y / you~0)
            :polarity -~1)
        :op2 (f / fashionable~9
            :domain y
            :polarity -~1))
    :snt2 (b / buy-01~11
        :ARG0 (y2 / you~11)
        :ARG1 (j / jeans~21
            :ARG1-of (m / modern-02~15)
            :ARG1-of (n / new-01~13)
            :consist-of (l / line~18
                :ARG1-of (d2 / double-01~16))
            :mod (d3 / duty~20
                :mod (h / heavy~19)))
        :ARG1-of (c / cause-01~22
            :ARG0 (o2 / out-03~31
                :ARG1 (j2 / jeans~21
                    :ARG1-of (r / rip-01~25)
                    :mod (o / old~24)
                    :time (p / past~29))))
        :mode imperative~11))
",intentional,The fallacy present in the text is an Appeal to Emotion.,appeal to emotion,"The fallacy type present in the text is an Appeal to Emotion. The text uses emotional language (""Don't be out-dated and un-fashionable!"") to persuade the reader to buy the new",appeal to emotion,0,0,1,0
logic_train_0597,A commercial claims that a specific brand of cereal is the best way to start the day because athlete Michael Jordan says that it is what he eats every day for breakfast.,"(c3 / claim-01~2
    :ARG0 (c4 / commercial~1)
    :ARG1 (w / way~12
        :ARG1-of (h / have-degree-91~11
            :ARG2 (g / good-02~11
                :ARG1 w)
            :ARG3 (m / most~11))
        :ARG1-of (c / cause-01~17
            :ARG0 (s / say-01~21
                :ARG0 (a / athlete~18
                    :name (n / name~19
                        :op1 ""Michael""~19
                        :op2 ""Jordan""~20))
                :ARG1 (e / eat-01~27
                    :ARG0 (c2 / cereal~8
                        :mod (b / brand-01~6
                            :ARG1-of (s2 / specific-02~5)))
                    :ARG1 c2
                    :ARG1-of (b2 / breakfast-01~31)
                    :frequency (r / rate-entity-91~29
                        :ARG2 (t / temporal-quantity~29
                            :quant 1~29
                            :unit (d2 / day~29))))))
        :domain b
        :manner-of (s3 / start-01~14
            :ARG1 (d / day~16))))
",fallacy of credibility,The fallacy present in the text is the Fallacy of Credibility.,fallacy of credibility,The fallacy type present in the text is an Appeal to Authority.,,1,0,0,-1
logic_train_0598,A misrepresentation of an opponent’s position that makes it easier to argue against,"(m2 / misrepresent-01~1
    :ARG0-of (m / make-02~7
        :ARG1 (h / have-degree-91~9
            :ARG1 (a2 / argue-01~11
                :ARG1 (a / against~12))
            :ARG2 (e / easy-05~9
                :ARG1 a2)
            :ARG3 (m3 / more~9)))
    :ARG1 (p2 / position-02~5
        :ARG0 (p / person~4
            :ARG0-of (o / oppose-01~4))))
",fallacy of extension,The fallacy present in the text is the Straw Man fallacy.,,"Based on the given text and its AMR, the fallacy type present in the text is ""Straw Man Fallacy"" or ""Misrepresentation Fallacy"". This fallacy occurs when someone dist",,0,0,1,0
